siglum,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level0_new,level1_new,level2_new,level3_new,level4_new,level5_new,level6_new,level7_new,level8_new,level9_new,level10_new,level11_new
A-Gu 29 (olim 38/8 f.),416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
CZ-Pu VI.E.4c,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
CZ-Pu XIV.B.13,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1010,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1011,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1015,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1017,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
A-Wda C-11,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
B-TOb 63 (olim V),416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
B-TOb 64 (olim IV),416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
CDN-Hsmu M2149.L4 1554,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
CH-SGs 390,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
D-KNd 1161,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
D-MZb A,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
D-Mbs Clm 4303,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [02] II,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
GB-Lbl Add MS 30847,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
H-Bu lat. 118,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
HR-Hf Cod. C Nr. 4,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
I-MC 542,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
I-VCd CLXX,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
PL-Kkar Ms.2 (rkp. Perg. 14),416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
PL-Kkar Ms.5 (rkp. Perg. 13),416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
CZ-Pn XII A 24,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
HR-Hf Cod. D Nr. 5,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
I-BV V 19,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
PL-GD Mar. F 408,416,20,8,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0
A-Gu 30 (olim 38/9 f.),456,23,8,0,0,0,0,0,0,0,0,0,9,4,1,0,0,0,0,0,0,0,0,0
CZ-Pu VI E 13,456,23,8,0,0,0,0,0,0,0,0,0,9,4,1,0,0,0,0,0,0,0,0,0
CZ-Bu R 387,456,23,8,0,0,0,0,0,0,0,0,0,9,4,1,0,0,0,0,0,0,0,0,0
A-LIb 290 (olim 183; olim Gamma p 19),359,16,8,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0
A-Wn Cod. 1890,359,16,8,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0
GB-WO F. 160 (olim 1247) (with hymnal),359,16,8,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,0,0,0,0
