siglum,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level0_new,level1_new,level2_new,level3_new,level4_new,level5_new,level6_new,level7_new,level8_new,level9_new,level10_new,level11_new
A-Gu 29 (olim 38/8 f.),804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
CZ-Pu VI.E.4c,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
CZ-Pu XIV.B.13,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
A-KN CCl 1010,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
A-KN CCl 1011,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
A-KN CCl 1015,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
A-KN CCl 1017,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
A-Wda C-11,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
B-TOb 63 (olim V),804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
B-TOb 64 (olim IV),804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
CDN-Hsmu M2149.L4 1554,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
CH-SGs 390,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
D-KNd 1161,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
D-MZb A,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
D-Mbs Clm 4303,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [02] II,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
GB-Lbl Add MS 30847,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
H-Bu lat. 118,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
HR-Hf Cod. C Nr. 4,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
I-MC 542,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
I-VCd CLXX,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
PL-Kkar Ms.2 (rkp. Perg. 14),804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
PL-Kkar Ms.5 (rkp. Perg. 13),804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
I-BV V 19,804,1,3,2,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
A-Gu 30 (olim 38/9 f.),851,69,3,2,0,0,0,0,0,0,0,0,32,10,0,0,0,0,0,0,0,0,0,0
CZ-Pu VI E 13,851,69,3,2,0,0,0,0,0,0,0,0,32,10,0,0,0,0,0,0,0,0,0,0
CZ-R R 17,851,69,3,2,0,0,0,0,0,0,0,0,32,10,0,0,0,0,0,0,0,0,0,0
CZ-Bu R 387,851,69,3,2,0,0,0,0,0,0,0,0,32,10,0,0,0,0,0,0,0,0,0,0
SK-BRl Rkp. 387,851,69,3,2,0,0,0,0,0,0,0,0,32,10,0,0,0,0,0,0,0,0,0,0
A-LIb 290 (olim 183; olim Gamma p 19),982,45,3,2,0,0,0,0,0,0,0,0,38,5,0,0,0,0,0,0,0,0,0,0
A-Wn Cod. 1890,982,45,3,2,0,0,0,0,0,0,0,0,38,5,0,0,0,0,0,0,0,0,0,0
CZ-Pu VI G 11,982,45,3,2,0,0,0,0,0,0,0,0,38,5,0,0,0,0,0,0,0,0,0,0
CH-E 611,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
D-KA Aug. LX,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
D-Sl HB.I.55,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
A-SF XI 480,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
CH-SGs 388,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
D-B Mus. 40047,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
D-BAs Msc.Lit.25 (olim Ed.IV.11),282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
D-KNd 215,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
D-Mbs Clm 4306,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
E-Bbc M 888,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
E-Bbc Ms. 619,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
"E-Gs ms. 45 (olim Sant Feliu, 20)",282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
E-Tc 44.1,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
F-Pn Latin 1090,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
F-Pn Latin 12044,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
F-Pn Lat. 17296,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
GB-Lbl Add MS 30848,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
GB-Lbl Add MS 30850,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
GB-Ob MS. Laud Misc. 284,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
I-Far s.c.,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
I-Fl Conv. sopp. 560,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
I-Lc 601,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
I-MZ 15/79,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
I-Rv C.5,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
PL-WRu I F 401,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
F-Pn NAL 1535,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
GB-Lbl Add MS 30849,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
I-AO 6,282,46,25,2,0,0,0,0,0,0,0,0,14,6,3,0,0,0,0,0,0,0,0,0
CZ-Pu XIV C 20,142,69,3,2,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0
SK-Sk 2,142,69,3,2,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0
CZ-Pn (Praha) XII A 21,142,69,3,2,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0
F-Pn Lat. 1030,142,69,3,2,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0
SK-Bra BAI ECLad.3,142,69,3,2,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0
CZ-Pu XII C 3,142,69,3,2,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0
CZ-Pu XIII C 4,142,69,3,2,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0
CZ-Pn XV A 10,911,9,3,2,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0
E-H Ms. 2,911,9,3,2,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0
F-TOm 149,911,9,3,2,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0
A-KN CCl 1013,911,9,3,2,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0
D-W Cod. Guelf. 29 Helmst. (Heinemann-Nr. 32),911,9,3,2,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0
F-Pn Latin 15181,911,9,3,2,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0
F-Pn NAL 1236,911,9,3,2,0,0,0,0,0,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0
CZ-Pst DE I 7,673,30,3,2,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,0
PL-Wn  rps 12720 V,673,30,3,2,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,0
F-Pn NAL 1411,673,30,3,2,0,0,0,0,0,0,0,0,25,4,0,0,0,0,0,0,0,0,0,0
"E-BAR, s.s.",934,30,3,2,0,0,0,0,0,0,0,0,35,4,0,0,0,0,0,0,0,0,0,0
