siglum,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level0_new,level1_new,level2_new,level3_new,level4_new,level5_new,level6_new,level7_new,level8_new,level9_new,level10_new,level11_new
A-Gu 29 (olim 38/8 f.),101,65,24,2,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0
CZ-Pu VI.E.4c,101,65,24,2,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0
CZ-Pu XIV.B.13,101,65,24,2,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1010,101,65,24,2,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1011,101,65,24,2,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1015,101,65,24,2,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1017,101,65,24,2,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0
A-Wda C-11,101,65,24,2,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0
B-TOb 63 (olim V),101,65,24,2,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0
B-TOb 64 (olim IV),101,65,24,2,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0
CDN-Hsmu M2149.L4 1554,101,65,24,2,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0
CH-SGs 390,101,65,24,2,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0
D-KNd 1161,101,65,24,2,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0
D-Mbs Clm 4303,101,65,24,2,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [02] II,101,65,24,2,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0
GB-Lbl Add MS 30847,101,65,24,2,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,0,0,0,0
