s_part,n_source_edges,f_part_510,f_part_1587,f_part_1032,f_part_1450,f_part_1570,f_part_840,f_part_1609,f_part_528,f_part_1649,f_part_836,f_part_928,f_part_692,f_part_1130,f_part_1513,f_part_1477,f_part_945,f_part_959,f_part_994,f_part_1631
121,3528,0.03231292517006803,0.00481859410430839,0.29563492063492064,0.19642857142857142,0.002834467120181406,0.10600907029478458,0.006802721088435374,0.0,0.013888888888888888,0.013038548752834467,0.09580498866213152,0.22675736961451248,0.0017006802721088435,0.0,0.002834467120181406,0.0011337868480725624,0.0,0.0,0.0
144,1961,0.03263640999490056,0.004589495155532891,0.0,0.0005099439061703213,0.06884242733299337,0.013258541560428353,0.1657317695053544,0.0,0.21672616012238655,0.041815400305966345,0.0239673635900051,0.0,0.0790413054563998,0.0,0.051504334523202445,0.07445181030086691,0.0,0.21570627231004588,0.011218765935747067
26,3287,0.03133556434438698,0.013690295101916642,0.10739275935503499,0.0730149072102221,0.015515667782172194,0.05658655308792212,0.07879525403103134,0.0,0.17675692120474598,0.06936416184971098,0.04350471554609066,0.10009126863401278,0.0724064496501369,0.0,0.07392759355034986,0.028901734104046242,0.0051718892607240646,0.053544265287496194,0.0
100,8704,0.043198529411764705,0.001838235294117647,0.109375,0.09604779411764706,0.017578125,0.06594669117647059,0.09857536764705882,0.0,0.06973805147058823,0.08065257352941177,0.048828125,0.1247702205882353,0.013442095588235295,0.0,0.09455422794117647,0.04113051470588235,0.0,0.09432444852941177,0.0
294,8844,0.009611035730438715,0.10345997286295794,0.011533242876526458,0.11578471279963817,0.003618272274988693,0.0775667118950701,0.10572139303482588,0.0,0.013681592039800995,0.0028267752148349165,0.003844414292175486,0.16350067842605157,0.18012211668928088,0.0,0.10165083672546359,0.0002261420171867933,0.0002261420171867933,0.10662596110357304,0.0
9,2518,0.024622716441620333,0.0027799841143764893,0.2005559968228753,0.15488482922954727,0.003971405877680699,0.07188244638602065,0.0329626687847498,0.0,0.019459888800635424,0.10127084988085783,0.05480540111199365,0.22081016679904686,0.0019857029388403494,0.0,0.10841938046068308,0.0007942811755361397,0.0007942811755361397,0.0,0.0
41,4543,0.028835571208452565,0.0037420206911732336,0.13955535989434295,0.12194585075941008,0.005062733876293198,0.06779661016949153,0.09068897204490425,0.0,0.029716046665199208,0.04446401056570548,0.03631961259079903,0.16486902927580893,0.004622496147919877,0.00022011886418666079,0.1100594320933304,0.039841514417785606,0.005282852740479859,0.10653753026634383,0.00044023772837332157
220,2208,0.08605072463768115,0.026268115942028984,0.006340579710144928,0.1539855072463768,0.034420289855072464,0.1539855072463768,0.2223731884057971,0.0,0.06974637681159421,0.011322463768115942,0.02717391304347826,0.008152173913043478,0.008152173913043478,0.0,0.13496376811594202,0.013134057971014492,0.00588768115942029,0.03804347826086957,0.0
221,1637,0.10568112400733048,0.01832620647525962,0.004886988393402566,0.0,0.07452657299938913,0.14233353695784973,0.26328649969456325,0.0,0.24129505192425169,0.028100183262064753,0.01588271227855834,0.0,0.06169822846670739,0.018937080024434942,0.0,0.00916310323762981,0.01588271227855834,0.0,0.0
256,1400,0.052142857142857144,0.02214285714285714,0.01,0.07214285714285715,0.02142857142857143,0.07428571428571429,0.08142857142857143,0.0,0.05285714285714286,0.007142857142857143,0.024285714285714285,0.055714285714285716,0.027857142857142858,0.245,0.07857142857142857,0.015714285714285715,0.004285714285714286,0.155,0.0
373,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,1881,0.037745879851143006,0.006379585326953748,0.0,0.004784688995215311,0.03083466241360978,0.00531632110579479,0.1392876129718235,0.0,0.10526315789473684,0.17809675704412548,0.002658160552897395,0.000531632110579479,0.014885699096225412,0.0,0.22115895800106328,0.06751727804359384,0.0,0.18553960659223817,0.0
447,850,0.03294117647058824,0.027058823529411764,0.007058823529411765,0.09647058823529411,0.01411764705882353,0.0988235294117647,0.1011764705882353,0.0,0.02588235294117647,0.02235294117647059,0.07176470588235294,0.07294117647058823,0.029411764705882353,0.0,0.10941176470588235,0.002352941176470588,0.28823529411764703,0.0,0.0
201,3767,0.024422617467480753,0.10167241837005575,0.00637111760021237,0.10857446243695248,0.018316963100610567,0.07300238916910008,0.10007963897000266,0.0,0.07061322006902045,0.0007963897000265463,0.006636580833554553,0.14733209450491108,0.15051765330501726,0.0,0.09742500663658084,0.0010618529333687285,0.0007963897000265463,0.006636580833554553,0.08574462436952482
229,1440,0.04236111111111111,0.11319444444444444,0.0,0.017361111111111112,0.043055555555555555,0.058333333333333334,0.15833333333333333,0.0,0.11597222222222223,0.002777777777777778,0.004166666666666667,0.0006944444444444445,0.2465277777777778,0.0,0.08888888888888889,0.0020833333333333333,0.0,0.049305555555555554,0.05694444444444444
470,11461,0.03149812407294302,0.08707791641218043,0.0032283395864235232,0.09719919727772446,0.032021638600471164,0.07259401448390193,0.10636070150946689,0.0,0.09379635284879155,0.004100863798970422,0.008725242125468982,0.12817380682313934,0.14972515487304772,0.0,0.09178954715993369,0.0007852717912922083,0.0018323008463484861,0.09109152778989617,0.0
397,2562,0.02537080405932865,0.08079625292740047,0.00273224043715847,0.16744730679156908,0.0195160031225605,0.07220921155347385,0.09055425448868072,0.0,0.01444184231069477,0.00273224043715847,0.00741608118657299,0.22209211553473848,0.01288056206088993,0.0,0.14168618266978922,0.00312256049960968,0.0,0.13700234192037472,0.0
12,735,0.0163265306122449,0.07482993197278912,0.00816326530612245,0.2857142857142857,0.006802721088435374,0.18231292517006803,0.010884353741496598,0.0,0.010884353741496598,0.0,0.02312925170068027,0.3659863945578231,0.006802721088435374,0.0,0.0,0.0,0.00816326530612245,0.0,0.0
498,947,0.17845828933474128,0.0,0.0,0.004223864836325237,0.3790918690601901,0.10982048574445617,0.29039070749736007,0.0,0.01795142555438226,0.0010559662090813093,0.007391763463569166,0.0,0.007391763463569166,0.0,0.004223864836325237,0.0,0.0,0.0,0.0
,,2230.0,2986.0,3705.0,6461.0,1624.0,4720.0,6619.0,390.0,4380.0,2037.0,1650.0,7988.0,5029.0,375.0,5680.0,1007.0,365.0,4988.0,429.0
