siglum,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level0_new,level1_new,level2_new,level3_new,level4_new,level5_new,level6_new,level7_new,level8_new,level9_new,level10_new,level11_new
A-Gu 29 (olim 38/8 f.),178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
CZ-Pu VI.E.4c,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
CZ-Pu XIV.B.13,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1010,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1017,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
B-TOb 63 (olim V),178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
B-TOb 64 (olim IV),178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
CDN-Hsmu M2149.L4 1554,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
CH-SGs 390,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
D-KNd 1161,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
D-Mbs Clm 4303,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
E-H Ms. 7 (ant. 5),178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
H-Bu lat. 118,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
I-BV V 19,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
I-VCd CLXX,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
PL-Kkar Ms.2 (rkp. Perg. 14),178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
PL-Kkar Ms.5 (rkp. Perg. 13),178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
A-Wda C-11,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [02] II,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
GB-Lbl Add MS 30847,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
I-MC 542,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
HR-Hf Cod. D Nr. 5,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [04] IV,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
PL-STAb ms. 2,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
"E-TZ, Ms. 18",178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [05] V,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
E-SA 5,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
D-Dl Mscr.Dresd.A.0122,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
CZ-Pak P VII,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
GB-Lbl Additional 18031,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
F-O Ms 121,178,9,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
A-Gu 30 (olim 38/9 f.),1287,24,4,0,0,0,0,0,0,0,0,0,15,4,1,0,0,0,0,0,0,0,0,0
CZ-Pu VI E 13,1287,24,4,0,0,0,0,0,0,0,0,0,15,4,1,0,0,0,0,0,0,0,0,0
E-E L. III. 4.,1287,24,4,0,0,0,0,0,0,0,0,0,15,4,1,0,0,0,0,0,0,0,0,0
CZ-Bu R 387,1287,24,4,0,0,0,0,0,0,0,0,0,15,4,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [12] XII,1287,24,4,0,0,0,0,0,0,0,0,0,15,4,1,0,0,0,0,0,0,0,0,0
SK-BRl Rkp. 387,1287,24,4,0,0,0,0,0,0,0,0,0,15,4,1,0,0,0,0,0,0,0,0,0
A-LIb 290 (olim 183; olim Gamma p 19),200,29,4,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0
A-Wn Cod. 1890,200,29,4,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0
CZ-Pu VI G 11,200,29,4,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0
E-SI MS 9,200,29,4,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0
F-AS 465 (CGM 893),200,29,4,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0
F-CA Impr. XVI C 4,200,29,4,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0
GB-WO F. 160 (olim 1247) (with hymnal),200,29,4,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0
GB-WO F. 160 (olim 1247) (facsimile),200,29,4,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0
Cantus MA Impr. 1537,200,29,4,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0
GB-AB 20541 E,200,29,4,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0
V-CVbav San Pietro B.79,200,29,4,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0
GB-Cu Mm.ii.9,200,29,4,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0
PL-Kkar Ms.4 (rkp. Perg. 20),200,29,4,0,0,0,0,0,0,0,0,0,3,5,1,0,0,0,0,0,0,0,0,0
CH-E 611,926,29,4,0,0,0,0,0,0,0,0,0,11,5,1,0,0,0,0,0,0,0,0,0
