s_part,n_source_edges,f_part_1298,f_part_773,f_part_1031,f_part_604,f_part_551,f_part_568,f_part_992,f_part_1625,f_part_1055,f_part_1092,f_part_1142,f_part_566,f_part_1564,f_part_1201,f_part_649,f_part_1699,f_part_533,f_part_1479,f_part_1177,f_part_1631
412,2722,0.031227038941954444,0.0033063923585598823,0.27259368111682586,0.17891256429096253,0.0029390154298310064,0.1080088170462895,0.05657604702424688,0.00881704628949302,0.0,0.020573108008817047,0.0003673769287288758,0.0007347538574577516,0.2891256429096253,0.0,0.007714915503306392,0.0014695077149155032,0.002204261572373255,0.015429831006612785,0.0,0.0
142,846,0.016548463356973995,0.18439716312056736,0.0,0.001182033096926714,0.06619385342789598,0.02009456264775414,0.001182033096926714,0.1016548463356974,0.0,0.22695035460992907,0.018912529550827423,0.11347517730496454,0.0,0.0,0.009456264775413711,0.0,0.08747044917257683,0.04609929078014184,0.10638297872340426,0.0
79,3234,0.02813852813852814,0.06802721088435375,0.12337662337662338,0.06617192331478046,0.017316017316017316,0.05813234384662956,0.029684601113172542,0.05380333951762523,0.0,0.15800865800865802,0.030303030303030304,0.05782312925170068,0.10327767470624613,0.0,0.015151515151515152,0.0055658627087198514,0.07452071737786023,0.059369202226345084,0.05071119356833643,0.0006184291898577613
137,8743,0.0359144458423882,0.008006405124099279,0.15280796065423768,0.1006519501315338,0.009150177284684891,0.07217202333295207,0.028823058446757407,0.07754775248770444,0.0,0.024476724236532084,0.010408326661329063,0.04689465858401007,0.14994853025277366,0.00022875443211712226,0.005604483586869495,0.002516298753288345,0.10053757291547524,0.07972091959281712,0.09436120324831293,0.00022875443211712226
3,1149,0.04264577893820714,0.019147084421235857,0.02175805047867711,0.0,0.07571801566579635,0.015665796344647518,0.0026109660574412533,0.11488250652741515,0.0,0.12010443864229765,0.0008703220191470844,0.10966057441253264,0.0,0.0008703220191470844,0.004351610095735422,0.0008703220191470844,0.02959094865100087,0.14795474325500435,0.2724107919930374,0.020887728459530026
349,7270,0.006464924346629986,0.2155433287482806,0.013755158184319119,0.10605226960110041,0.002200825309491059,0.0733149931224209,0.005226960110041265,0.07372764786795048,0.0,0.003988995873452545,0.0004126547455295736,0.04387895460797799,0.17744154057771663,0.0,0.06753782668500688,0.0004126547455295736,0.09889958734525447,0.0009628610729023383,0.11004126547455295,0.0001375515818431912
112,775,0.00903225806451613,0.0,0.5380645161290323,0.1870967741935484,0.005161290322580645,0.11483870967741935,0.07741935483870968,0.005161290322580645,0.0,0.0025806451612903226,0.012903225806451613,0.0,0.02193548387096774,0.0025806451612903226,0.014193548387096775,0.0025806451612903226,0.0,0.0064516129032258064,0.0,0.0
221,2420,0.019834710743801654,0.002066115702479339,0.23512396694214877,0.14338842975206612,0.0049586776859504135,0.07644628099173553,0.04008264462809917,0.0256198347107438,0.0,0.017355371900826446,0.08388429752066116,0.004132231404958678,0.2128099173553719,0.00041322314049586776,0.00743801652892562,0.0012396694214876034,0.10330578512396695,0.021900826446280993,0.0,0.0
84,3808,0.03991596638655462,0.008928571428571428,0.11764705882352941,0.07746848739495799,0.02967436974789916,0.06039915966386555,0.027836134453781514,0.06591386554621849,0.0,0.06486344537815127,0.07484243697478991,0.054884453781512604,0.12316176470588236,0.0,0.0021008403361344537,0.0002626050420168067,0.09033613445378151,0.07694327731092437,0.08429621848739496,0.0005252100840336134
344,936,0.008547008547008548,0.0010683760683760685,0.11431623931623931,0.11965811965811966,0.016025641025641024,0.03739316239316239,0.029914529914529916,0.02564102564102564,0.0,0.018162393162393164,0.08012820512820513,0.009615384615384616,0.2329059829059829,0.0,0.00641025641025641,0.002136752136752137,0.1282051282051282,0.05555555555555555,0.11324786324786325,0.0010683760683760685
16,2257,0.07753655294638902,0.013735046521931768,0.013735046521931768,0.1581745680106336,0.043420469649977846,0.15595923792645103,0.020824102791315906,0.2108994240141781,0.0,0.05006645990252548,0.002658396101019052,0.023925564909171467,0.005316792202038104,0.00044306601683650863,0.014621178555604785,0.008418254319893664,0.13070447496677004,0.023925564909171467,0.04519273371732388,0.00044306601683650863
336,1627,0.0958819913952059,0.0940381069452981,0.0036877688998156115,0.0,0.05654578979717271,0.16533497234173325,0.009834050399508297,0.19360786724031961,0.0,0.17455439459127228,0.001229256299938537,0.11124769514443761,0.0,0.019668100799016593,0.014136447449293177,0.020282728948985862,0.001229256299938537,0.03872157344806392,0.0,0.0
163,1360,0.03529411764705882,0.03455882352941177,0.01838235294117647,0.06323529411764706,0.030882352941176472,0.07794117647058824,0.011764705882352941,0.07352941176470588,0.0,0.030147058823529412,0.0029411764705882353,0.027941176470588237,0.06470588235294118,0.2529411764705882,0.015441176470588236,0.0022058823529411764,0.07941176470588235,0.030147058823529412,0.14852941176470588,0.0
379,390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
