siglum,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level0_new,level1_new,level2_new,level3_new,level4_new,level5_new,level6_new,level7_new,level8_new,level9_new,level10_new,level11_new
A-Gu 29 (olim 38/8 f.),2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CZ-Pu VI.E.4c,2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CZ-Pu XIV.B.13,2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1010,2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1017,2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B-TOb 63 (olim V),2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
B-TOb 64 (olim IV),2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CDN-Hsmu M2149.L4 1554,2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CH-SGs 390,2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
D-KNd 1161,2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
D-Mbs Clm 4303,2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
D-Sl Cod.Bibl.fol.065,2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
H-Bu lat. 118,2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I-BV V 19,2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I-VCd CLXX,2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PL-Kkar Ms.2 (rkp. Perg. 14),2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PL-Kkar Ms.5 (rkp. Perg. 13),2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A-Wda C-11,2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GB-Lbl Add MS 30847,2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I-MC 542,2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HR-Hf Cod. D Nr. 5,2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [15] XV,2,3,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
A-Gu 30 (olim 38/9 f.),161,49,16,2,0,0,0,0,0,0,0,0,15,10,2,0,0,0,0,0,0,0,0,0
CZ-Pu VI E 13,161,49,16,2,0,0,0,0,0,0,0,0,15,10,2,0,0,0,0,0,0,0,0,0
CZ-Pu XII D 9,161,49,16,2,0,0,0,0,0,0,0,0,15,10,2,0,0,0,0,0,0,0,0,0
CZ-R R 17,161,49,16,2,0,0,0,0,0,0,0,0,15,10,2,0,0,0,0,0,0,0,0,0
CZ-Bu R 387,161,49,16,2,0,0,0,0,0,0,0,0,15,10,2,0,0,0,0,0,0,0,0,0
SK-BRl Rkp. 387,161,49,16,2,0,0,0,0,0,0,0,0,15,10,2,0,0,0,0,0,0,0,0,0
A-LIb 290 (olim 183; olim Gamma p 19),4,3,10,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
A-Wn Cod. 1890,4,3,10,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CZ-Pu VI G 11,4,3,10,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
E-SI MS 9,4,3,10,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CH-E 611,195,3,10,2,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0
D-Sl HB.I.55,195,3,10,2,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0
CH-SGs 388,195,3,10,2,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0
D-AAm G 20,195,3,10,2,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0
D-B Mus. 40047,195,3,10,2,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0
D-KNd 215,195,3,10,2,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0
E-Tc 44.1,195,3,10,2,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0
F-Pn Latin 1085,195,3,10,2,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0
F-Pn Latin 1090,195,3,10,2,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0
F-Pn Latin 1240,195,3,10,2,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0
F-Pn Lat. 17296,195,3,10,2,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0
F-Pn NAL 1535,195,3,10,2,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,0,0,0,0
