siglum,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level0_new,level1_new,level2_new,level3_new,level4_new,level5_new,level6_new,level7_new,level8_new,level9_new,level10_new,level11_new
F-Pn Lat. 1136,256,54,1,2,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0
D-Kl Theol. quart 0015,256,54,1,2,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0
SK-BRnm MUS I 78,256,54,1,2,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0
F-VN Ms 0759,256,54,1,2,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0
E-Tc 35.5,256,54,1,2,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0
F-Pn Lat. 1134,256,54,1,2,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0
E-Mn MSS/10110,256,54,1,2,0,0,0,0,0,0,0,0,27,5,0,0,0,0,0,0,0,0,0,0
F-SOM Ms 0252,264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
PL-WRu I F 414,264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
F-PR Ms 0012,264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
V-CVbav Ross.0076,264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
B-Br Ms II 3823,264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
GB-Lbl Harley 4951,264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
F-Pn Lat. 12584,264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
F-Pn Lat. 780,264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
I-BGc MA 150 (Psi III.8),264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
E-Mh Cód. 51,264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
F-Pn Lat. 9439,264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
D-KA Lichtenthal 002,264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
F-Pn NAL 1414,264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
F-AN Ms 0091,264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
E-Bbc M 648,264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
F-CA Ms 0075 (76),264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
F-LA Ms 236,264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
F-AS Ms 0437 (cat. 1011),264,32,15,2,0,0,0,0,0,0,0,0,28,2,2,0,0,0,0,0,0,0,0,0
B-Br Ms 10127-44,231,54,1,2,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0
F-Pn Lat. 17436,231,54,1,2,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0
D-LEu Ms Thomas 391,231,54,1,2,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0
GB-Dru Cosin V.V.6,231,54,1,2,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0
CH-SGs Cod 339,231,54,1,2,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0
D-BAa Msc Lit 7,231,54,1,2,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0
CH-Cobodmer C 0074,231,54,1,2,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0
US-Baw W.11,231,54,1,2,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0
D-BAa Msc Lit 5,231,54,1,2,0,0,0,0,0,0,0,0,21,5,0,0,0,0,0,0,0,0,0,0
A-Wn Cod. 1812,220,22,6,2,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,0,0,0,0,0
TR-Itks 42,220,22,6,2,0,0,0,0,0,0,0,0,20,1,1,0,0,0,0,0,0,0,0,0
