siglum,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level0_new,level1_new,level2_new,level3_new,level4_new,level5_new,level6_new,level7_new,level8_new,level9_new,level10_new,level11_new
A-Gu 29 (olim 38/8 f.),153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
CZ-Pu VI.E.4c,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
CZ-Pu XIV.B.13,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1010,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1011,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1015,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1017,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
A-Wda C-11,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
B-TOb 63 (olim V),153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
B-TOb 64 (olim IV),153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
CDN-Hsmu M2149.L4 1554,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
CH-SGs 390,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
D-KNd 1161,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
D-MZb A,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
D-Mbs Clm 4303,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [02] II,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
GB-Lbl Add MS 30847,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
H-Bu lat. 118,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
HR-Hf Cod. C Nr. 4,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
I-MC 542,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
I-VCd CLXX,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
PL-Kkar Ms.2 (rkp. Perg. 14),153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
PL-Kkar Ms.5 (rkp. Perg. 13),153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
CZ-Pn XII A 24,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
I-BV V 19,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
PL-GD Mar. F 408,153,62,7,0,0,0,0,0,0,0,0,0,12,7,1,0,0,0,0,0,0,0,0,0
A-Gu 30 (olim 38/9 f.),122,32,16,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,0,0,0,0,0,0
CZ-Pu VI E 13,122,32,16,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,0,0,0,0,0,0
CZ-Bu R 387,122,32,16,0,0,0,0,0,0,0,0,0,7,3,2,0,0,0,0,0,0,0,0,0
A-LIb 290 (olim 183; olim Gamma p 19),68,62,7,0,0,0,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0
A-Wn Cod. 1890,68,62,7,0,0,0,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0
CZ-Pu VI G 11,68,62,7,0,0,0,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0
E-SI MS 9,68,62,7,0,0,0,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0
V-CVbav San Pietro B.79,68,62,7,0,0,0,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0
CH-E 611,82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
D-KA Aug. LX,82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
D-Sl HB.I.55,82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
A-SF XI 480,82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
CH-SGs 388,82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
D-AAm G 20,82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
D-B Mus. 40047,82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
D-BAs Msc.Lit.25 (olim Ed.IV.11),82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
D-KNd 215,82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
E-Tc 44.1,82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
E-Tc 44.2,82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
F-Pn Latin 12044,82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
F-Pn Lat. 17296,82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
F-VAL 114,82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
GB-Ob MS. Canon. Liturg. 202,82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
GB-Ob MS. Laud Misc. 284,82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
I-Far s.c.,82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
I-Rv C.5,82,62,7,0,0,0,0,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,0,0
CZ-Pu XIV C 20,125,32,16,0,0,0,0,0,0,0,0,0,8,3,2,0,0,0,0,0,0,0,0,0
SK-Sk 2,125,32,16,0,0,0,0,0,0,0,0,0,8,3,2,0,0,0,0,0,0,0,0,0
CZ-Pn (Praha) XII A 21,125,32,16,0,0,0,0,0,0,0,0,0,8,3,2,0,0,0,0,0,0,0,0,0
D-W Cod. Guelf. 28 Helmst. (Heinemann-Nr. 31),125,32,16,0,0,0,0,0,0,0,0,0,8,3,2,0,0,0,0,0,0,0,0,0
SI-Lna 19 (olim 18),125,32,16,0,0,0,0,0,0,0,0,0,8,3,2,0,0,0,0,0,0,0,0,0
F-Pn Latin 15182,125,32,16,0,0,0,0,0,0,0,0,0,8,3,2,0,0,0,0,0,0,0,0,0
SK-Bra BAI ECLad.3,125,32,16,0,0,0,0,0,0,0,0,0,8,3,2,0,0,0,0,0,0,0,0,0
F-Pn Lat. 1030,125,32,16,0,0,0,0,0,0,0,0,0,8,3,2,0,0,0,0,0,0,0,0,0
