s_part,n_source_edges,f_part_467,f_part_1035,f_part_514,f_part_452,f_part_440,f_part_1085,f_part_643,f_part_1608,f_part_1312,f_part_764,f_part_412,f_part_717,f_part_1027,f_part_974,f_part_861,f_part_1520,f_part_628,f_part_442,f_part_715
23,2325,0.10236559139784947,0.004731182795698925,0.18881720430107526,0.20430107526881722,0.15612903225806452,0.014623655913978495,0.004731182795698925,0.0,0.0012903225806451613,0.0034408602150537634,0.00043010752688172043,0.04688172043010753,0.2623655913978495,0.0017204301075268817,0.0,0.0008602150537634409,0.007311827956989247,0.0,0.0
45,757,0.017173051519154558,0.003963011889035667,0.0,0.005284015852047556,0.021136063408190225,0.17173051519154559,0.14002642007926025,0.0,0.19418758256274768,0.08850726552179657,0.023778071334214,0.017173051519154558,0.0,0.13606340819022458,0.0,0.0,0.062087186261558784,0.11889035667107001,0.0
121,3228,0.056691449814126396,0.014560099132589838,0.06722428748451054,0.08426270136307311,0.0848822800495663,0.10161090458488228,0.07899628252788105,0.0,0.08395291201982652,0.08147459727385378,0.030359355638166045,0.03376703841387856,0.10346964064436183,0.05916976456009913,0.0,0.009913258983890954,0.058240396530359353,0.05080545229244114,0.0006195786864931846
46,8217,0.07082876962395035,0.0035292685895095535,0.11062431544359255,0.12048192771084337,0.06437872702932944,0.01058780576852866,0.09431666058172082,0.0,0.03346720214190094,0.10989412194231471,0.010101010101010102,0.034927589144456615,0.15613971035657784,0.006328343677741268,0.0,0.0018254837531945967,0.07752221005233054,0.09480345624923939,0.00024339783375927954
137,1084,0.024907749077490774,0.007380073800738007,0.0,0.0,0.04059040590405904,0.04981549815498155,0.1752767527675277,0.0,0.1881918819188192,0.03413284132841329,0.0009225092250922509,0.04797047970479705,0.0,0.015682656826568265,0.0,0.0018450184501845018,0.13007380073800737,0.261070110701107,0.02214022140221402
302,10098,0.07397504456327986,0.1424044365220836,0.008813626460685285,0.11784511784511785,0.005248564072093484,0.015448603683897801,0.10110913052089522,0.0,0.007724301841948901,0.10992275698158051,0.00029708853238265005,0.006734006734006734,0.16973658150128737,0.13349178055060407,0.0,0.0003961180431768667,0.0020796197266785502,0.10467419290948703,9.902951079421667e-05
79,732,0.08469945355191257,0.004098360655737705,0.36065573770491804,0.2568306010928962,0.24043715846994534,0.0,0.0,0.0,0.006830601092896175,0.001366120218579235,0.0,0.015027322404371584,0.023224043715846996,0.0,0.00273224043715847,0.001366120218579235,0.00273224043715847,0.0,0.0
8,2503,0.06632041550139832,0.0031961646024770275,0.14662405113863364,0.1713943268078306,0.11985617259288853,0.005593288054334798,0.017179384738314023,0.0,0.010787055533359968,0.11546144626448263,0.07710747103475829,0.02037554934079105,0.22253296044746304,0.0015980823012385138,0.00039952057530962844,0.0011985617259288853,0.02037554934079105,0.0,0.0
96,4200,0.062380952380952384,0.002142857142857143,0.06428571428571428,0.09285714285714286,0.08023809523809523,0.030714285714285715,0.09,0.0,0.07738095238095238,0.1019047619047619,0.065,0.04357142857142857,0.11785714285714285,0.007619047619047619,0.0,0.0002380952380952381,0.07595238095238095,0.08738095238095238,0.0004761904761904762
87,877,0.0330672748004561,0.004561003420752566,0.07183580387685291,0.1379703534777651,0.07753705815279362,0.00798175598631699,0.02394526795895097,0.0,0.027366020524515394,0.13683010262257697,0.08437856328392246,0.00798175598631699,0.21094640820980615,0.0,0.0,0.0034207525655644243,0.05017103762827822,0.12086659064994298,0.0011402508551881414
