network_1,network_2,edges_1_whole_day,edges_2_whole_day,shared_edges_whole_day,edge_overlap_0.0_whole_day,edge_overlap_0.2_whole_day,edge_overlap_0.3_whole_day,edge_overlap_0.4_whole_day,edge_overlap_0.5_whole_day,edge_overlap_0.6_whole_day,edge_overlap_0.7_whole_day,edge_overlap_0.8_whole_day,edges_1_L,edges_2_L,shared_edges_L,edge_overlap_0.0_L,edge_overlap_0.2_L,edge_overlap_0.3_L,edge_overlap_0.4_L,edge_overlap_0.5_L,edge_overlap_0.6_L,edge_overlap_0.7_L,edge_overlap_0.8_L,edges_1_V,edges_2_V,shared_edges_V,edge_overlap_0.0_V,edge_overlap_0.2_V,edge_overlap_0.3_V,edge_overlap_0.4_V,edge_overlap_0.5_V,edge_overlap_0.6_V,edge_overlap_0.7_V,edge_overlap_0.8_V,edges_1_V2,edges_2_V2,shared_edges_V2,edge_overlap_0.0_V2,edge_overlap_0.2_V2,edge_overlap_0.3_V2,edge_overlap_0.4_V2,edge_overlap_0.5_V2,edge_overlap_0.6_V2,edge_overlap_0.7_V2,edge_overlap_0.8_V2,edges_1_M,edges_2_M,shared_edges_M,edge_overlap_0.0_M,edge_overlap_0.2_M,edge_overlap_0.3_M,edge_overlap_0.4_M,edge_overlap_0.5_M,edge_overlap_0.6_M,edge_overlap_0.7_M,edge_overlap_0.8_M
Dom. 1 Quadragesimae,Dom. 2 Quadragesimae,2447,291,136,0.7046087225487163,0.622185154295246,0.5060935441370223,0.3510794177981831,0.23303424744092,0.11865835159278611,0.07857309396129634,0.05226748654880861,385,1076,124,0.8381174899866488,0.806457182320442,0.8105497771173849,0.8018275271273558,0.6786404016994979,0.42483660130718953,0.21251768033946253,0.09274495138369485,38,110,2,0.3147128245476003,0.20368975903614459,0.14074074074074075,0.10049019607843138,0.07830342577487764,0.04633204633204633,0.011904761904761904,0.0136986301369863,34,235,14,0.2575957727873184,0.1521486643437863,0.10335570469798658,0.10242872228088701,0.09202453987730061,0.10903426791277258,0.07116104868913857,0.054901960784313725,21,103,15,0.8089090651156192,0.8168551623495075,0.6518518518518519,0.43641439205955335,0.33418693982074266,0.28313253012048195,0.23387096774193547,0.13761467889908258
