siglum,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level0_new,level1_new,level2_new,level3_new,level4_new,level5_new,level6_new,level7_new,level8_new,level9_new,level10_new,level11_new,level12_new
A-Gu 29 (olim 38/8 f.),108,32,23,5,0,0,0,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1010,108,32,23,5,0,0,0,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1017,108,32,23,5,0,0,0,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,0,0,0,0
B-TOb 63 (olim V),108,32,23,5,0,0,0,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,0,0,0,0
B-TOb 64 (olim IV),108,32,23,5,0,0,0,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,0,0,0,0
CDN-Hsmu M2149.L4 1554,108,32,23,5,0,0,0,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,0,0,0,0
A-Wda C-11,108,32,23,5,0,0,0,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,0,0,0,0
I-MC 542,108,32,23,5,0,0,0,0,0,0,0,0,0,2,7,2,1,0,0,0,0,0,0,0,0,0
A-Gu 30 (olim 38/9 f.),713,20,23,5,0,0,0,0,0,0,0,0,0,18,3,2,1,0,0,0,0,0,0,0,0,0
CZ-Pu VI E 13,713,20,23,5,0,0,0,0,0,0,0,0,0,18,3,2,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [09] IX,713,20,23,5,0,0,0,0,0,0,0,0,0,18,3,2,1,0,0,0,0,0,0,0,0,0
CZ-Bu R 387,713,20,23,5,0,0,0,0,0,0,0,0,0,18,3,2,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [12] XII,713,20,23,5,0,0,0,0,0,0,0,0,0,18,3,2,1,0,0,0,0,0,0,0,0,0
A-LIb 290 (olim 183; olim Gamma p 19),2413,34,23,5,0,0,0,0,0,0,0,0,0,43,8,2,1,0,0,0,0,0,0,0,0,0
A-Wn Cod. 1890,2413,34,23,5,0,0,0,0,0,0,0,0,0,43,8,2,1,0,0,0,0,0,0,0,0,0
CZ-Pu VI G 11,2413,34,23,5,0,0,0,0,0,0,0,0,0,43,8,2,1,0,0,0,0,0,0,0,0,0
V-CVbav San Pietro B.79,2413,34,23,5,0,0,0,0,0,0,0,0,0,43,8,2,1,0,0,0,0,0,0,0,0,0
CH-E 611,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
D-KA Aug. LX,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
D-Sl HB.I.55,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
A-SF XI 480,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
A-Wn Cod. 1799**,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
CH-SGs 388,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
D-AAm G 20,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
D-B Mus. 40047,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
D-KNd 215,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
D-Mbs Clm 4306,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
E-Tc 44.1,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
E-Tc 44.2,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
F-Pn Latin 12044,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
F-VAL 114,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
GB-Ob MS. Canon. Liturg. 202,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
GB-Ob MS. Laud Misc. 284,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
I-PCd cod. 65,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
I-Rv C.5,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
PL-WRu I F 401,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
TR-Itks Deissmann 42,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
D-BAs Msc.Lit.25 (olim Ed.IV.11),2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
Cantus GOTTSCHALK,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
CDN-Mrb MS Medieval 0234,2246,3,12,5,0,0,0,0,0,0,0,0,0,41,0,1,1,0,0,0,0,0,0,0,0,0
CZ-Pu XIV C 20,2761,36,23,5,0,0,0,0,0,0,0,0,0,52,9,2,1,0,0,0,0,0,0,0,0,0
SK-Sk 2,2761,36,23,5,0,0,0,0,0,0,0,0,0,52,9,2,1,0,0,0,0,0,0,0,0,0
F-Pn Lat. 1030,2761,36,23,5,0,0,0,0,0,0,0,0,0,52,9,2,1,0,0,0,0,0,0,0,0,0
CZ-Pu XII C 3,2761,36,23,5,0,0,0,0,0,0,0,0,0,52,9,2,1,0,0,0,0,0,0,0,0,0
CZ-Pu XIII C 4,2761,36,23,5,0,0,0,0,0,0,0,0,0,52,9,2,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [08] VIII,2761,36,23,5,0,0,0,0,0,0,0,0,0,52,9,2,1,0,0,0,0,0,0,0,0,0
E-SI MS 6,2761,36,23,5,0,0,0,0,0,0,0,0,0,52,9,2,1,0,0,0,0,0,0,0,0,0
CZ-Pu VI.E.4c,1388,32,23,5,0,0,0,0,0,0,0,0,0,27,7,2,1,0,0,0,0,0,0,0,0,0
CZ-Pu XIV.B.13,1388,32,23,5,0,0,0,0,0,0,0,0,0,27,7,2,1,0,0,0,0,0,0,0,0,0
CH-SGs 390,1388,32,23,5,0,0,0,0,0,0,0,0,0,27,7,2,1,0,0,0,0,0,0,0,0,0
D-KNd 1161,1388,32,23,5,0,0,0,0,0,0,0,0,0,27,7,2,1,0,0,0,0,0,0,0,0,0
D-Mbs Clm 4303,1388,32,23,5,0,0,0,0,0,0,0,0,0,27,7,2,1,0,0,0,0,0,0,0,0,0
H-Bu lat. 118,1388,32,23,5,0,0,0,0,0,0,0,0,0,27,7,2,1,0,0,0,0,0,0,0,0,0
I-BV V 19,1388,32,23,5,0,0,0,0,0,0,0,0,0,27,7,2,1,0,0,0,0,0,0,0,0,0
I-VCd CLXX,1388,32,23,5,0,0,0,0,0,0,0,0,0,27,7,2,1,0,0,0,0,0,0,0,0,0
PL-Kkar Ms.2 (rkp. Perg. 14),1388,32,23,5,0,0,0,0,0,0,0,0,0,27,7,2,1,0,0,0,0,0,0,0,0,0
PL-Kkar Ms.5 (rkp. Perg. 13),1388,32,23,5,0,0,0,0,0,0,0,0,0,27,7,2,1,0,0,0,0,0,0,0,0,0
GB-Lbl Add MS 30847,1388,32,23,5,0,0,0,0,0,0,0,0,0,27,7,2,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [15] XV,1388,32,23,5,0,0,0,0,0,0,0,0,0,27,7,2,1,0,0,0,0,0,0,0,0,0
E-SAu Ms. 2668,1388,32,23,5,0,0,0,0,0,0,0,0,0,27,7,2,1,0,0,0,0,0,0,0,0,0
F-Pn Lat. 17436,2566,58,23,5,0,0,0,0,0,0,0,0,0,49,12,2,1,0,0,0,0,0,0,0,0,0
GB-Dru Cosin V.V.6,2566,58,23,5,0,0,0,0,0,0,0,0,0,49,12,2,1,0,0,0,0,0,0,0,0,0
SK-BRnm MUS I 78,2566,58,23,5,0,0,0,0,0,0,0,0,0,49,12,2,1,0,0,0,0,0,0,0,0,0
F-VN Ms 0759,2566,58,23,5,0,0,0,0,0,0,0,0,0,49,12,2,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1011,1294,32,23,5,0,0,0,0,0,0,0,0,0,26,7,2,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1015,1294,32,23,5,0,0,0,0,0,0,0,0,0,26,7,2,1,0,0,0,0,0,0,0,0,0
