siglum,level_0,level_1,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,level_10,level_11,level_12,level0_new,level1_new,level2_new,level3_new,level4_new,level5_new,level6_new,level7_new,level8_new,level9_new,level10_new,level11_new,level12_new
F-Pn Latin 1090,2314,25,15,7,0,0,0,0,0,0,0,0,0,41,4,3,1,0,0,0,0,0,0,0,0,0
F-Pn Lat. 17296,2314,25,15,7,0,0,0,0,0,0,0,0,0,41,4,3,1,0,0,0,0,0,0,0,0,0
F-Pn NAL 1535,2314,25,15,7,0,0,0,0,0,0,0,0,0,41,4,3,1,0,0,0,0,0,0,0,0,0
I-Far s.c.,2314,25,15,7,0,0,0,0,0,0,0,0,0,41,4,3,1,0,0,0,0,0,0,0,0,0
I-Fl Conv. sopp. 560,2314,25,15,7,0,0,0,0,0,0,0,0,0,41,4,3,1,0,0,0,0,0,0,0,0,0
I-Lc 601,2314,25,15,7,0,0,0,0,0,0,0,0,0,41,4,3,1,0,0,0,0,0,0,0,0,0
I-MZ 15/79,2314,25,15,7,0,0,0,0,0,0,0,0,0,41,4,3,1,0,0,0,0,0,0,0,0,0
CZ-Pu XIV C 20,2252,21,10,7,0,0,0,0,0,0,0,0,0,38,3,2,1,0,0,0,0,0,0,0,0,0
SK-Sk 2,2252,21,10,7,0,0,0,0,0,0,0,0,0,38,3,2,1,0,0,0,0,0,0,0,0,0
SK-Bra BAI ECLad.3,2252,21,10,7,0,0,0,0,0,0,0,0,0,38,3,2,1,0,0,0,0,0,0,0,0,0
F-Pn Lat. 1030,2252,21,10,7,0,0,0,0,0,0,0,0,0,38,3,2,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1012,2252,21,10,7,0,0,0,0,0,0,0,0,0,38,3,2,1,0,0,0,0,0,0,0,0,0
CZ-Pu XII C 3,2252,21,10,7,0,0,0,0,0,0,0,0,0,38,3,2,1,0,0,0,0,0,0,0,0,0
CZ-Pu XIII C 4,2252,21,10,7,0,0,0,0,0,0,0,0,0,38,3,2,1,0,0,0,0,0,0,0,0,0
SK-Bra BAIIa EC Lad.4,2252,21,10,7,0,0,0,0,0,0,0,0,0,38,3,2,1,0,0,0,0,0,0,0,0,0
E-SI MS 6,2252,21,10,7,0,0,0,0,0,0,0,0,0,38,3,2,1,0,0,0,0,0,0,0,0,0
D-KA Aug. LX,1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
D-Sl HB.I.55,1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
A-SF XI 480,1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
A-Wn Cod. 1799**,1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
CH-SGs 388,1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
D-AAm G 20,1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
D-B Mus. 40047,1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
D-KNd 215,1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
E-Tc 44.2,1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
F-CA 38 (olim 40),1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
F-Pn Latin 12044,1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
F-VAL 114,1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
GB-Ob MS. Canon. Liturg. 202,1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
GB-Ob MS. Laud Misc. 284,1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
I-PCd cod. 65,1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
I-Rv C.5,1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
D-BAs Msc.Lit.25 (olim Ed.IV.11),1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
I-AO 6,1082,43,7,7,0,0,0,0,0,0,0,0,0,19,6,1,1,0,0,0,0,0,0,0,0,0
F-Pn Lat. 17436,1461,44,15,7,0,0,0,0,0,0,0,0,0,26,7,3,1,0,0,0,0,0,0,0,0,0
F-Collection privée Mont-Renaud,1461,44,15,7,0,0,0,0,0,0,0,0,0,26,7,3,1,0,0,0,0,0,0,0,0,0
GB-Lbl Egerton 857,1461,44,15,7,0,0,0,0,0,0,0,0,0,26,7,3,1,0,0,0,0,0,0,0,0,0
F-Pn Lat. 12584,1461,44,15,7,0,0,0,0,0,0,0,0,0,26,7,3,1,0,0,0,0,0,0,0,0,0
CH-SGs Cod 340,1461,44,15,7,0,0,0,0,0,0,0,0,0,26,7,3,1,0,0,0,0,0,0,0,0,0
A-KN CCl 1013,1220,25,15,7,0,0,0,0,0,0,0,0,0,22,4,3,1,0,0,0,0,0,0,0,0,0
D-B Theol. Lat. Qu. 149,1220,25,15,7,0,0,0,0,0,0,0,0,0,22,4,3,1,0,0,0,0,0,0,0,0,0
SI-Lna 18 (olim 17),1220,25,15,7,0,0,0,0,0,0,0,0,0,22,4,3,1,0,0,0,0,0,0,0,0,0
SK-BRsa SNA 2,1220,25,15,7,0,0,0,0,0,0,0,0,0,22,4,3,1,0,0,0,0,0,0,0,0,0
SK-BRsa SNA 4,1220,25,15,7,0,0,0,0,0,0,0,0,0,22,4,3,1,0,0,0,0,0,0,0,0,0
A-KR Schachtel VI/258,1184,43,7,7,0,0,0,0,0,0,0,0,0,21,6,1,1,0,0,0,0,0,0,0,0,0
A-Wda D-4,1184,43,7,7,0,0,0,0,0,0,0,0,0,21,6,1,1,0,0,0,0,0,0,0,0,0
Cantus MA Impr. 1537,1184,43,7,7,0,0,0,0,0,0,0,0,0,21,6,1,1,0,0,0,0,0,0,0,0,0
NL-Uu Ms. 406 (shelfmark 3 J 7),1184,43,7,7,0,0,0,0,0,0,0,0,0,21,6,1,1,0,0,0,0,0,0,0,0,0
PL-KIk Ms. 1,1184,43,7,7,0,0,0,0,0,0,0,0,0,21,6,1,1,0,0,0,0,0,0,0,0,0
PL-Klk 1,1184,43,7,7,0,0,0,0,0,0,0,0,0,21,6,1,1,0,0,0,0,0,0,0,0,0
PL-WRu Ms. R 503,1184,43,7,7,0,0,0,0,0,0,0,0,0,21,6,1,1,0,0,0,0,0,0,0,0,0
TR-Itks Deissmann 42,1184,43,7,7,0,0,0,0,0,0,0,0,0,21,6,1,1,0,0,0,0,0,0,0,0,0
A-VOR 287 (olim XXIX),1184,43,7,7,0,0,0,0,0,0,0,0,0,21,6,1,1,0,0,0,0,0,0,0,0,0
GB-Cu Mm.ii.9,1184,43,7,7,0,0,0,0,0,0,0,0,0,21,6,1,1,0,0,0,0,0,0,0,0,0
AUS-Sfl Add. Ms. 413 (olim Add. Ms. Fol.1),2185,51,15,7,0,0,0,0,0,0,0,0,0,37,8,3,1,0,0,0,0,0,0,0,0,0
E-Bbc M 705,2185,51,15,7,0,0,0,0,0,0,0,0,0,37,8,3,1,0,0,0,0,0,0,0,0,0
E-H Ms. 7 (ant. 5),2185,51,15,7,0,0,0,0,0,0,0,0,0,37,8,3,1,0,0,0,0,0,0,0,0,0
E-VI Mss. 113-114,2185,51,15,7,0,0,0,0,0,0,0,0,0,37,8,3,1,0,0,0,0,0,0,0,0,0
CZ-Pu Pu XIV A 19,2185,51,15,7,0,0,0,0,0,0,0,0,0,37,8,3,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [04] IV,2185,51,15,7,0,0,0,0,0,0,0,0,0,37,8,3,1,0,0,0,0,0,0,0,0,0
E-SA 5,2185,51,15,7,0,0,0,0,0,0,0,0,0,37,8,3,1,0,0,0,0,0,0,0,0,0
CH-Fco Ms. 2,184,43,7,7,0,0,0,0,0,0,0,0,0,2,6,1,1,0,0,0,0,0,0,0,0,0
D-Ma 12o Cmm 1,184,43,7,7,0,0,0,0,0,0,0,0,0,2,6,1,1,0,0,0,0,0,0,0,0,0
I-Ac 693,184,43,7,7,0,0,0,0,0,0,0,0,0,2,6,1,1,0,0,0,0,0,0,0,0,0
I-Ac 694,184,43,7,7,0,0,0,0,0,0,0,0,0,2,6,1,1,0,0,0,0,0,0,0,0,0
I-Ad 5,184,43,7,7,0,0,0,0,0,0,0,0,0,2,6,1,1,0,0,0,0,0,0,0,0,0
I-Nn vi. E. 20,184,43,7,7,0,0,0,0,0,0,0,0,0,2,6,1,1,0,0,0,0,0,0,0,0,0
US-Cn 24,184,43,7,7,0,0,0,0,0,0,0,0,0,2,6,1,1,0,0,0,0,0,0,0,0,0
V-CVbav lat. 8737,184,43,7,7,0,0,0,0,0,0,0,0,0,2,6,1,1,0,0,0,0,0,0,0,0,0
CZ-Pn XII A 24,2002,51,15,7,0,0,0,0,0,0,0,0,0,34,8,3,1,0,0,0,0,0,0,0,0,0
D-MZb A,2002,51,15,7,0,0,0,0,0,0,0,0,0,34,8,3,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [01] I,2002,51,15,7,0,0,0,0,0,0,0,0,0,34,8,3,1,0,0,0,0,0,0,0,0,0
"E-BAR, s.s.",2002,51,15,7,0,0,0,0,0,0,0,0,0,34,8,3,1,0,0,0,0,0,0,0,0,0
E-Bbc Ms. 2545,2002,51,15,7,0,0,0,0,0,0,0,0,0,34,8,3,1,0,0,0,0,0,0,0,0,0
HR-Hf Cod. C Nr. 4,2002,51,15,7,0,0,0,0,0,0,0,0,0,34,8,3,1,0,0,0,0,0,0,0,0,0
PL-GD Mar. F 408,2002,51,15,7,0,0,0,0,0,0,0,0,0,34,8,3,1,0,0,0,0,0,0,0,0,0
PL-STAb ms. 1,2002,51,15,7,0,0,0,0,0,0,0,0,0,34,8,3,1,0,0,0,0,0,0,0,0,0
V-CVbav Cappella Sistina 27,2002,51,15,7,0,0,0,0,0,0,0,0,0,34,8,3,1,0,0,0,0,0,0,0,0,0
"E-TZ, Ms. 18",2002,51,15,7,0,0,0,0,0,0,0,0,0,34,8,3,1,0,0,0,0,0,0,0,0,0
CZ-Pn XV A 10,1601,25,15,7,0,0,0,0,0,0,0,0,0,29,4,3,1,0,0,0,0,0,0,0,0,0
D-W Cod. Guelf. 29 Helmst. (Heinemann-Nr. 32),1601,25,15,7,0,0,0,0,0,0,0,0,0,29,4,3,1,0,0,0,0,0,0,0,0,0
E-H Ms. 2,1601,25,15,7,0,0,0,0,0,0,0,0,0,29,4,3,1,0,0,0,0,0,0,0,0,0
F-Pn Latin 15181,1601,25,15,7,0,0,0,0,0,0,0,0,0,29,4,3,1,0,0,0,0,0,0,0,0,0
F-TOm 149,1601,25,15,7,0,0,0,0,0,0,0,0,0,29,4,3,1,0,0,0,0,0,0,0,0,0
CZ-Pst DE I 7,322,51,15,7,0,0,0,0,0,0,0,0,0,6,8,3,1,0,0,0,0,0,0,0,0,0
PL-PŁsem MsEPl 12,274,53,10,7,0,0,0,0,0,0,0,0,0,4,10,2,1,0,0,0,0,0,0,0,0,0
SK-Bra BAIII ECLad.6,322,51,15,7,0,0,0,0,0,0,0,0,0,6,8,3,1,0,0,0,0,0,0,0,0,0
D-Mbs Clm 4306,2584,25,15,7,0,0,0,0,0,0,0,0,0,44,4,3,1,0,0,0,0,0,0,0,0,0
E-Bbc M 888,2584,25,15,7,0,0,0,0,0,0,0,0,0,44,4,3,1,0,0,0,0,0,0,0,0,0
E-Bbc Ms. 619,2584,25,15,7,0,0,0,0,0,0,0,0,0,44,4,3,1,0,0,0,0,0,0,0,0,0
"E-Gs ms. 45 (olim Sant Feliu, 20)",2584,25,15,7,0,0,0,0,0,0,0,0,0,44,4,3,1,0,0,0,0,0,0,0,0,0
GB-Lbl Add MS 30848,2584,25,15,7,0,0,0,0,0,0,0,0,0,44,4,3,1,0,0,0,0,0,0,0,0,0
GB-Lbl Add MS 30850,2584,25,15,7,0,0,0,0,0,0,0,0,0,44,4,3,1,0,0,0,0,0,0,0,0,0
PL-WRu I F 401,2584,25,15,7,0,0,0,0,0,0,0,0,0,44,4,3,1,0,0,0,0,0,0,0,0,0
GB-Lbl Add MS 30849,2584,25,15,7,0,0,0,0,0,0,0,0,0,44,4,3,1,0,0,0,0,0,0,0,0,0
E-SI MS 9,1506,19,15,7,0,0,0,0,0,0,0,0,0,28,2,3,1,0,0,0,0,0,0,0,0,0
V-CVbav San Pietro B.79,1506,19,15,7,0,0,0,0,0,0,0,0,0,28,2,3,1,0,0,0,0,0,0,0,0,0
F-AI 44,2389,51,15,7,0,0,0,0,0,0,0,0,0,43,8,3,1,0,0,0,0,0,0,0,0,0
F-Pn Latin 1240,2389,51,15,7,0,0,0,0,0,0,0,0,0,43,8,3,1,0,0,0,0,0,0,0,0,0
I-CHV s.c.,2389,51,15,7,0,0,0,0,0,0,0,0,0,43,8,3,1,0,0,0,0,0,0,0,0,0
F-AS 465 (CGM 893),2319,43,7,7,0,0,0,0,0,0,0,0,0,42,6,1,1,0,0,0,0,0,0,0,0,0
F-CA Impr. XVI C 4,2319,43,7,7,0,0,0,0,0,0,0,0,0,42,6,1,1,0,0,0,0,0,0,0,0,0
GB-WO F. 160 (olim 1247) (with hymnal),2319,43,7,7,0,0,0,0,0,0,0,0,0,42,6,1,1,0,0,0,0,0,0,0,0,0
GB-WO F. 160 (olim 1247) (facsimile),2319,43,7,7,0,0,0,0,0,0,0,0,0,42,6,1,1,0,0,0,0,0,0,0,0,0
GB-AB 20541 E,2319,43,7,7,0,0,0,0,0,0,0,0,0,42,6,1,1,0,0,0,0,0,0,0,0,0
F-Pn Latin 1085,1861,51,15,7,0,0,0,0,0,0,0,0,0,30,8,3,1,0,0,0,0,0,0,0,0,0
F-Pn NAL 1236,878,51,15,7,0,0,0,0,0,0,0,0,0,15,8,3,1,0,0,0,0,0,0,0,0,0
Cantus GOTTSCHALK,878,51,15,7,0,0,0,0,0,0,0,0,0,15,8,3,1,0,0,0,0,0,0,0,0,0
F-Pn NAL 1411,2725,51,15,7,0,0,0,0,0,0,0,0,0,45,8,3,1,0,0,0,0,0,0,0,0,0
PL-Wn  rps 12720 V,2725,51,15,7,0,0,0,0,0,0,0,0,0,45,8,3,1,0,0,0,0,0,0,0,0,0
P-BRs Ms. 032,745,12,10,7,0,0,0,0,0,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,0
P-BRs Ms. 028,745,12,10,7,0,0,0,0,0,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,0
P-Ln RES. 253 P.,745,12,10,7,0,0,0,0,0,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,0
P-AR Res. Ms. 025,745,12,10,7,0,0,0,0,0,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,0
P-EVpc 000,745,12,10,7,0,0,0,0,0,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,0
P-BRs Ms. 034,745,12,10,7,0,0,0,0,0,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,0
P-AR Res. Ms. 021,745,12,10,7,0,0,0,0,0,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,0
P-Cua Cofre 27,745,12,10,7,0,0,0,0,0,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,0
E-SAu Ms 2637,745,12,10,7,0,0,0,0,0,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,0
P-Ln Iluminado 084,745,12,10,7,0,0,0,0,0,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,0
P-G C 1508,745,12,10,7,0,0,0,0,0,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,0
P-AR Res. Ms. 016,745,12,10,7,0,0,0,0,0,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,0
P-Gmas LC 003,745,12,10,7,0,0,0,0,0,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,0
E-Bbc M 663,155,51,15,7,0,0,0,0,0,0,0,0,0,1,8,3,1,0,0,0,0,0,0,0,0,0
E-Bbc M 706,155,51,15,7,0,0,0,0,0,0,0,0,0,1,8,3,1,0,0,0,0,0,0,0,0,0
E-Bbc Ms. 2322,274,53,10,7,0,0,0,0,0,0,0,0,0,4,10,2,1,0,0,0,0,0,0,0,0,0
F-Pn NAL 1412,274,53,10,7,0,0,0,0,0,0,0,0,0,4,10,2,1,0,0,0,0,0,0,0,0,0
H-Bu lat. 122,274,53,10,7,0,0,0,0,0,0,0,0,0,4,10,2,1,0,0,0,0,0,0,0,0,0
F-R 248 (olim  A. 339),274,53,10,7,0,0,0,0,0,0,0,0,0,4,10,2,1,0,0,0,0,0,0,0,0,0
D-Mbs Clm 4304,274,53,10,7,0,0,0,0,0,0,0,0,0,4,10,2,1,0,0,0,0,0,0,0,0,0
H-Bu lat. 121,274,53,10,7,0,0,0,0,0,0,0,0,0,4,10,2,1,0,0,0,0,0,0,0,0,0
HR-Hf Cod. E Nr. 3,274,53,10,7,0,0,0,0,0,0,0,0,0,4,10,2,1,0,0,0,0,0,0,0,0,0
D-MZb E,274,53,10,7,0,0,0,0,0,0,0,0,0,4,10,2,1,0,0,0,0,0,0,0,0,0
D-Mbs Clm 4305,274,53,10,7,0,0,0,0,0,0,0,0,0,4,10,2,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [14] XIV,274,53,10,7,0,0,0,0,0,0,0,0,0,4,10,2,1,0,0,0,0,0,0,0,0,0
US-NYcub Plimpton MS 041,274,53,10,7,0,0,0,0,0,0,0,0,0,4,10,2,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [03] III,274,53,10,7,0,0,0,0,0,0,0,0,0,4,10,2,1,0,0,0,0,0,0,0,0,0
E-E L. III. 3.,1408,53,10,7,0,0,0,0,0,0,0,0,0,24,10,2,1,0,0,0,0,0,0,0,0,0
E-H Ms. 9 (ant. 25),1408,53,10,7,0,0,0,0,0,0,0,0,0,24,10,2,1,0,0,0,0,0,0,0,0,0
Antifonario s.s.,1408,53,10,7,0,0,0,0,0,0,0,0,0,24,10,2,1,0,0,0,0,0,0,0,0,0
E-E L. III. 4.,1408,53,10,7,0,0,0,0,0,0,0,0,0,24,10,2,1,0,0,0,0,0,0,0,0,0
E-LUc s.s.,1408,53,10,7,0,0,0,0,0,0,0,0,0,24,10,2,1,0,0,0,0,0,0,0,0,0
E-SA 6,231,44,15,7,0,0,0,0,0,0,0,0,0,3,7,3,1,0,0,0,0,0,0,0,0,0
F-LA Ms 263,231,44,15,7,0,0,0,0,0,0,0,0,0,3,7,3,1,0,0,0,0,0,0,0,0,0
E-Tc Ms. 33.4,231,44,15,7,0,0,0,0,0,0,0,0,0,3,7,3,1,0,0,0,0,0,0,0,0,0
F-Pn Lat. 10510,231,44,15,7,0,0,0,0,0,0,0,0,0,3,7,3,1,0,0,0,0,0,0,0,0,0
GB-Ob Ms Canon. Liturg. 0342,231,44,15,7,0,0,0,0,0,0,0,0,0,3,7,3,1,0,0,0,0,0,0,0,0,0
F-Pn Lat. 1135,231,44,15,7,0,0,0,0,0,0,0,0,0,3,7,3,1,0,0,0,0,0,0,0,0,0
CH-SGs Cod 378,231,44,15,7,0,0,0,0,0,0,0,0,0,3,7,3,1,0,0,0,0,0,0,0,0,0
GB-Ccc Ms 473,231,44,15,7,0,0,0,0,0,0,0,0,0,3,7,3,1,0,0,0,0,0,0,0,0,0
F-Pa Ms 1169,231,44,15,7,0,0,0,0,0,0,0,0,0,3,7,3,1,0,0,0,0,0,0,0,0,0
F-Pn Lat. 9448,231,44,15,7,0,0,0,0,0,0,0,0,0,3,7,3,1,0,0,0,0,0,0,0,0,0
F-Pn Lat. 1118,231,44,15,7,0,0,0,0,0,0,0,0,0,3,7,3,1,0,0,0,0,0,0,0,0,0
GB-Ob Selden Supra 0027,231,44,15,7,0,0,0,0,0,0,0,0,0,3,7,3,1,0,0,0,0,0,0,0,0,0
CH-SGs Cod 380,231,44,15,7,0,0,0,0,0,0,0,0,0,3,7,3,1,0,0,0,0,0,0,0,0,0
CH-SGs Cod 484,231,44,15,7,0,0,0,0,0,0,0,0,0,3,7,3,1,0,0,0,0,0,0,0,0,0
TR-Itks 42,999,28,0,2,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0
A-Wn Cod. 1812,999,28,0,2,0,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0
A-KN CCl 1018,1486,43,7,7,0,0,0,0,0,0,0,0,0,27,6,1,1,0,0,0,0,0,0,0,0,0
A-KN CCl 589,1486,43,7,7,0,0,0,0,0,0,0,0,0,27,6,1,1,0,0,0,0,0,0,0,0,0
A-Wda C-10,1486,43,7,7,0,0,0,0,0,0,0,0,0,27,6,1,1,0,0,0,0,0,0,0,0,0
D-FUl Aa 55,1486,43,7,7,0,0,0,0,0,0,0,0,0,27,6,1,1,0,0,0,0,0,0,0,0,0
I-BV V 20,1486,43,7,7,0,0,0,0,0,0,0,0,0,27,6,1,1,0,0,0,0,0,0,0,0,0
NL-ZUa 6,1486,43,7,7,0,0,0,0,0,0,0,0,0,27,6,1,1,0,0,0,0,0,0,0,0,0
B-Gu Hs BKT.006,1486,43,7,7,0,0,0,0,0,0,0,0,0,27,6,1,1,0,0,0,0,0,0,0,0,0
PL-Kkar Ms.3 (rkp. Perg. 15),1486,43,7,7,0,0,0,0,0,0,0,0,0,27,6,1,1,0,0,0,0,0,0,0,0,0
CH-SGs 391,1486,43,7,7,0,0,0,0,0,0,0,0,0,27,6,1,1,0,0,0,0,0,0,0,0,0
NZ-Wt MSR-03,1486,43,7,7,0,0,0,0,0,0,0,0,0,27,6,1,1,0,0,0,0,0,0,0,0,0
D-MZb C,1486,43,7,7,0,0,0,0,0,0,0,0,0,27,6,1,1,0,0,0,0,0,0,0,0,0
CZ-Pu VI G 3a,1072,53,10,7,0,0,0,0,0,0,0,0,0,17,10,2,1,0,0,0,0,0,0,0,0,0
CZ-Pn (Praha) XII A 21,1072,53,10,7,0,0,0,0,0,0,0,0,0,17,10,2,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [13] XIII,1072,53,10,7,0,0,0,0,0,0,0,0,0,17,10,2,1,0,0,0,0,0,0,0,0,0
PL-Kkar Ms.1 (rkp. Perg. 12),1072,53,10,7,0,0,0,0,0,0,0,0,0,17,10,2,1,0,0,0,0,0,0,0,0,0
DK-Kk Gl. Kgl. S. 3449 8o [10] X,1072,53,10,7,0,0,0,0,0,0,0,0,0,17,10,2,1,0,0,0,0,0,0,0,0,0
