s_part,n_source_edges,f_part_593,f_part_1927,f_part_1282,f_part_733,f_part_1048,f_part_539,f_part_792,f_part_1623,f_part_2474,f_part_1431,f_part_1728,f_part_822,f_part_960,f_part_2147,f_part_851,f_part_460,f_part_887,f_part_886,f_part_2558,f_part_1337
51,2910,0.11649484536082474,0.00584192439862543,0.19621993127147766,0.4415807560137457,0.013745704467353952,0.0013745704467353953,0.005498281786941581,0.16082474226804125,0.0,0.0024054982817869417,0.0003436426116838488,0.010652920962199313,0.0006872852233676976,0.030584192439862542,0.010996563573883162,0.0010309278350515464,0.0006872852233676976,0.0,0.0010309278350515464,0.0
141,974,0.01642710472279261,0.012320328542094456,0.0,0.004106776180698152,0.13655030800821355,0.0,0.14887063655030802,0.009240246406570842,0.0,0.0728952772073922,0.017453798767967144,0.20636550308008214,0.01026694045174538,0.06262833675564682,0.030800821355236138,0.11293634496919917,0.043121149897330596,0.11601642710472279,0.0,0.0
75,3750,0.057866666666666663,0.016533333333333334,0.06026666666666667,0.16853333333333334,0.14186666666666667,0.0,0.08426666666666667,0.06346666666666667,0.0,0.07973333333333334,0.026933333333333333,0.08853333333333334,0.0064,0.047733333333333336,0.029333333333333333,0.04986666666666666,0.027733333333333332,0.04373333333333333,0.006666666666666667,0.0005333333333333334
85,3572,0.07082866741321389,0.010638297872340425,0.1229003359462486,0.29955207166853304,0.009518477043673012,0.0008398656215005599,0.09434490481522956,0.04703247480403135,0.0,0.11590145576707726,0.012597984322508398,0.005879059350503919,0.011198208286674132,0.036394176931690926,0.01707726763717805,0.003079507278835386,0.04563269876819709,0.09182530795072788,0.0041993281075028,0.0005599104143337066
140,1001,0.029970029970029972,0.008991008991008992,0.0,0.0,0.057942057942057944,0.000999000999000999,0.18981018981018982,0.02097902097902098,0.0,0.04295704295704296,0.000999000999000999,0.0919080919080919,0.0,0.1108891108891109,0.02197802197802198,0.01098901098901099,0.10989010989010989,0.2757242757242757,0.001998001998001998,0.023976023976023976
6,7244,0.07095527332965212,0.0023467697404748757,0.07371617890668139,0.22832689122032027,0.04362230811706239,0.0002760905577029266,0.10063500828271674,0.06639977912755383,0.0,0.10229155162893429,0.0421038100496963,0.034787410270568746,0.0016565433462175593,0.06432909994478189,0.030922142462727776,0.006902263942573164,0.04099944781888459,0.0894533406957482,0.0,0.0002760905577029266
320,13668,0.07726075504828797,0.14325431665203395,0.006950541410594088,0.2791922739244952,0.0025607257828504535,0.0,0.10755048287971905,0.00556043312847527,0.0,0.10784313725490197,0.000292654375182909,0.014705882352941176,0.0,0.015510681884694176,0.002048580626280363,0.13410886742756803,0.0010242903131401815,0.10118525021949078,0.000877963125548727,7.316359379572725e-05
319,2203,0.07535179300953246,0.003631411711302769,0.14344076259645938,0.36359509759418973,0.021788470267816613,0.0,0.019518837948252384,0.0876078075351793,0.0,0.1112119836586473,0.08397639582387653,0.011802088061733999,0.03676804357694054,0.02088061733999092,0.017249205628688154,0.0018157058556513845,0.0,0.0,0.0013617793917385383,0.0
39,2179,0.07296925195043598,0.0,0.10509407985314365,0.24277191372189078,0.0,0.0,0.0830656264341441,0.05966039467645709,0.0,0.111977971546581,0.0073428178063331805,0.008719596145020651,0.0,0.04038549793483249,0.13813675998164296,0.010096374483708122,0.031206975676916018,0.08857273978889399,0.0,0.0
83,883,0.010192525481313703,0.0033975084937712344,0.24462061155152887,0.5277463193657984,0.0022650056625141564,0.0,0.0,0.06455266138165346,0.0,0.020385050962627407,0.007927519818799546,0.0,0.1143827859569649,0.0,0.004530011325028313,0.0,0.0,0.0,0.0,0.0
157,901,0.033296337402885685,0.006659267480577136,0.07214206437291898,0.34295227524972255,0.025527192008879023,0.0,0.023307436182019976,0.049944506104328525,0.0,0.13318534961154274,0.08435072142064373,0.01997780244173141,0.029966703662597113,0.014428412874583796,0.008879023307436182,0.0,0.03440621531631521,0.11764705882352941,0.0022197558268590455,0.0011098779134295228
300,1735,0.07089337175792507,0.02478386167146974,0.0,0.10144092219020173,0.008645533141210375,0.4155619596541787,0.07665706051873199,0.020172910662824207,0.0,0.057060518731988474,0.0023054755043227667,0.025936599423631124,0.0,0.05302593659942363,0.005187319884726225,0.019596541786743516,0.0138328530259366,0.1037463976945245,0.0011527377521613833,0.0
387,1581,0.16888045540796964,0.04237824161922834,0.0,0.0056925996204933585,0.1068943706514864,0.0006325110689437065,0.2719797596457938,0.006325110689437065,0.0,0.007590132827324478,0.001265022137887413,0.12966476913345984,0.0,0.13535736875395318,0.043010752688172046,0.06325110689437065,0.0,0.0,0.017077798861480076,0.0
303,1118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,1845,0.011382113821138212,0.005962059620596206,0.0,0.003794037940379404,0.04715447154471545,0.0005420054200542005,0.13224932249322494,0.0016260162601626016,0.0,0.22818428184281841,0.12791327913279132,0.06016260162601626,0.0,0.07696476964769648,0.05040650406504065,0.012466124661246613,0.07046070460704607,0.17073170731707318,0.0,0.0
353,837,0.16606929510155316,0.07885304659498207,0.0,0.17801672640382318,0.0023894862604540022,0.0,0.20430107526881722,0.05017921146953405,0.0,0.17204301075268819,0.0,0.03225806451612903,0.0035842293906810036,0.07885304659498207,0.0035842293906810036,0.0035842293906810036,0.010752688172043012,0.0047789725209080045,0.010752688172043012,0.0
329,1360,0.05955882352941176,0.07279411764705883,0.0,0.5992647058823529,0.0029411764705882353,0.0,0.004411764705882353,0.0058823529411764705,0.0,0.14338235294117646,0.0014705882352941176,0.004411764705882353,0.0,0.006617647058823529,0.005147058823529412,0.0,0.0,0.08676470588235294,0.0,0.007352941176470588
391,4371,0.07092198581560284,0.15396934339967971,0.0038892701898878973,0.22237474262182566,0.0075497597803706245,0.0,0.11393273850377487,0.004804392587508579,0.0,0.1013498055364905,0.00022878059940517045,0.06566003202928392,0.00022878059940517045,0.03202928391672386,0.0004575611988103409,0.11965225348890414,0.002059025394646534,0.005719514985129261,0.0006863417982155113,0.09448638755433539
395,1798,0.0967741935483871,0.08398220244716352,0.002224694104560623,0.3153503893214683,0.00778642936596218,0.0005561735261401557,0.11012235817575083,0.006117908787541713,0.0,0.13125695216907676,0.0011123470522803114,0.0339265850945495,0.0005561735261401557,0.041156840934371525,0.00389321468298109,0.010011123470522803,0.012235817575083427,0.14293659621802002,0.0,0.0
363,7833,0.0824715945359377,0.1083875909613175,0.0017873100983020554,0.20362568619941274,0.010979190603855483,0.0,0.10902591599642537,0.006127920337035618,0.0,0.09089748499936168,0.0021703051193667816,0.1317502872462658,0.0,0.04455508745052981,0.0037022852036256862,0.11757947146687094,0.0017873100983020554,0.08374824460615346,0.0014043150772373293,0.0
401,719,0.07927677329624479,0.03616133518776078,0.0,0.19471488178025034,0.0013908205841446453,0.0,0.09735744089012517,0.02920723226703755,0.0,0.10987482614742698,0.02086230876216968,0.030598052851182198,0.0,0.008344923504867872,0.012517385257301807,0.013908205841446454,0.0013908205841446453,0.0,0.36439499304589706,0.0
,,4607.0,4115.0,2726.0,14996.0,1632.0,734.0,6052.0,2085.0,1118.0,6017.0,1037.0,2989.0,302.0,2487.0,1085.0,3863.0,1040.0,4766.0,376.0,455.0
