s_part,n_source_edges,f_part_424,f_part_543,f_part_406,f_part_417,f_part_835,f_part_881,f_part_755,f_part_694,f_part_412,f_part_1069,f_part_569,f_part_451,f_part_975,f_part_606,f_part_781,f_part_765,f_part_1114
110,2976,0.05510752688172043,0.365255376344086,0.2157258064516129,0.007056451612903226,0.005376344086021506,0.0016801075268817205,0.0030241935483870967,0.0,0.09173387096774194,0.23387096774193547,0.0020161290322580645,0.0,0.0,0.013776881720430107,0.004704301075268817,0.0,0.0006720430107526882
3,821,0.024360535931790498,0.012180267965895249,0.007308160779537149,0.12911084043848964,0.15347137637028013,0.12667478684531058,0.09866017052375152,0.0097442143727162,0.023142509135200974,0.0,0.20097442143727162,0.0,0.0,0.029232643118148598,0.048721071863580996,0.1364190012180268,0.0
141,1965,0.049872773536895676,0.1430025445292621,0.11603053435114503,0.08956743002544529,0.08804071246819338,0.06768447837150127,0.08040712468193384,0.021374045801526718,0.0544529262086514,0.08498727735368956,0.08396946564885496,0.0,0.0,0.013740458015267175,0.05292620865139949,0.04834605597964377,0.0055979643765903305
10,7824,0.0408997955010225,0.19235685071574643,0.14263803680981596,0.010991820040899795,0.10224948875255624,0.029141104294478526,0.11247443762781185,0.009074642126789366,0.06275562372188138,0.10940695296523517,0.00651840490797546,0.0,0.0,0.0024284253578732108,0.07413087934560328,0.10250511247443762,0.0024284253578732108
187,1147,0.05318221447253706,0.0,0.02964254577157803,0.06625980819529206,0.1979075850043592,0.17175239755884916,0.037489102005231034,0.006102877070619006,0.023539668700959023,0.0,0.015693112467306015,0.0,0.0,0.0052310374891020054,0.12380122057541412,0.2667829119442023,0.0026155187445510027
36,2120,0.03537735849056604,0.2858490566037736,0.21745283018867925,0.0042452830188679245,0.020283018867924527,0.013679245283018868,0.12216981132075472,0.05566037735849057,0.05566037735849057,0.1669811320754717,0.0004716981132075472,0.0,0.0,0.0042452830188679245,0.01650943396226415,0.0,0.0014150943396226414
111,744,0.012096774193548387,0.21774193548387097,0.13306451612903225,0.008064516129032258,0.02956989247311828,0.02956989247311828,0.13440860215053763,0.06048387096774194,0.025537634408602152,0.14516129032258066,0.0,0.0,0.0,0.005376344086021506,0.053763440860215055,0.1424731182795699,0.002688172043010753
22,612,0.03431372549019608,0.35294117647058826,0.5163398692810458,0.0,0.0,0.008169934640522876,0.0016339869281045752,0.0,0.06862745098039216,0.006535947712418301,0.0,0.0,0.0016339869281045752,0.004901960784313725,0.0032679738562091504,0.0,0.0016339869281045752
279,4964,0.05922643029814666,0.15008058017727638,0.11704270749395648,0.03585817888799355,0.09689766317485898,0.07876712328767123,0.10475423045930701,0.0427074939564867,0.057211925866236905,0.08259468170829976,0.01248992747784045,0.0,0.0,0.0038275584206285255,0.07070910556003224,0.08783239323126511,0.0
267,1065,0.14460093896713616,0.018779342723004695,0.005633802816901409,0.05352112676056338,0.3126760563380282,0.19248826291079812,0.009389671361502348,0.0,0.1671361502347418,0.0,0.020657276995305163,0.0,0.01784037558685446,0.007511737089201878,0.03943661971830986,0.0,0.010328638497652582
