s_part,n_source_edges,f_part_520,f_part_509,f_part_541,f_part_1094,f_part_603,f_part_1211,f_part_650,f_part_914,f_part_780,f_part_952,f_part_692,f_part_1206,f_part_647,f_part_1083,f_part_895,f_part_557,f_part_869,f_part_513,f_part_964,f_part_766
9,2498,0.038030424339471576,0.20416333066453163,0.27261809447558044,0.0032025620496397116,0.04603682946357086,0.0068054443554843875,0.0012009607686148918,0.0024019215372297837,0.0,0.008006405124099279,0.02121697357886309,0.06965572457966374,0.3166533226581265,0.0012009607686148918,0.0,0.0,0.00600480384307446,0.0020016012810248197,0.0008006405124099279,0.0
132,1759,0.033541785105173395,0.007390562819783968,0.011938601478112564,0.059124502558271744,0.017055144968732235,0.106878908470722,0.0005685048322910744,0.1046048891415577,0.007959067652075043,0.11085844229675952,0.07504263786242182,0.02160318362706083,0.0017055144968732233,0.17225696418419556,0.0,0.0,0.05173393973848778,0.08868675383740762,0.025582717453098352,0.10346787947697555
211,2693,0.027107315261789826,0.08169327887114743,0.13219457853694763,0.02005198663200891,0.02005198663200891,0.055699962866691426,0.004455997029335313,0.08354994430003714,0.025621982918678055,0.08540660972892684,0.09209060527292982,0.046416635722242854,0.11399925733382844,0.05904196063869291,0.0,0.0,0.01596732268845154,0.046416635722242854,0.029335313776457483,0.060898626067582624
49,7305,0.036139630390143736,0.11307323750855579,0.14976043805612593,0.005201916495550993,0.03052703627652293,0.07268993839835729,0.0027378507871321013,0.11129363449691992,0.00999315537303217,0.009856262833675565,0.050376454483230665,0.04791238877481177,0.17084188911704312,0.006160164271047228,0.0,0.00013689253935660506,0.0030116358658453116,0.0406570841889117,0.04161533196440794,0.09801505817932922
147,967,0.04239917269906929,0.0,0.022750775594622543,0.09824198552223372,0.002068252326783868,0.1189245087900724,0.0031023784901758012,0.03619441571871768,0.001034126163391934,0.020682523267838676,0.10341261633919338,0.015511892450879007,0.0,0.011375387797311272,0.0,0.001034126163391934,0.0031023784901758012,0.09307135470527404,0.11789038262668046,0.30920372285418823
23,4734,0.04267004647232784,0.09273341782847486,0.12801013941698353,0.030207013096746938,0.021123785382340516,0.0697084917617237,0.0,0.10308407266582172,0.04203633291085763,0.023658639628221376,0.08238276299112801,0.046261089987325726,0.1307562315166878,0.00654837346852556,0.0,0.0,0.0023236163920574565,0.04773975496408957,0.039923954372623575,0.09083227714406422
55,2095,0.025298329355608593,0.16563245823389022,0.23723150357995226,0.006205250596658711,0.03866348448687351,0.01909307875894988,0.002386634844868735,0.11885441527446301,0.057756563245823386,0.003341288782816229,0.022911694510739856,0.04486873508353222,0.2467780429594272,0.001431980906921241,0.0,0.0,0.003341288782816229,0.006205250596658711,0.0,0.0
106,749,0.01335113484646195,0.13351134846461948,0.1375166889185581,0.017356475300400534,0.0267022696929239,0.025367156208277702,0.004005340453938585,0.13351134846461948,0.06141522029372497,0.0053404539385847796,0.022696929238985315,0.018691588785046728,0.205607476635514,0.0013351134846461949,0.0,0.0,0.004005340453938585,0.009345794392523364,0.03871829105473965,0.14152202937249667
119,681,0.020558002936857563,0.2393538913362702,0.5506607929515418,0.002936857562408223,0.0881057268722467,0.0014684287812041115,0.002936857562408223,0.0014684287812041115,0.0,0.0014684287812041115,0.007342143906020558,0.04698972099853157,0.030837004405286344,0.0,0.0,0.0014684287812041115,0.004405286343612335,0.0,0.0,0.0
61,1882,0.10042507970244421,0.012221041445270989,0.010626992561105207,0.08076514346439957,0.0281615302869288,0.18650371944739638,0.018597236981934114,0.005313496280552604,0.0,0.0696068012752391,0.13177470775770456,0.13230605738575982,0.0,0.06801275239107332,0.0,0.013283740701381509,0.02922422954303932,0.11317747077577045,0.0,0.0
472,1100,0.06454545454545454,0.060909090909090906,0.02090909090909091,0.026363636363636363,0.031818181818181815,0.06545454545454546,0.0018181818181818182,0.10909090909090909,0.0027272727272727275,0.012727272727272728,0.03272727272727273,0.045454545454545456,0.05818181818181818,0.028181818181818183,0.0,0.17727272727272728,0.02181818181818182,0.035454545454545454,0.02090909090909091,0.18363636363636363
313,1835,0.09373297002724795,0.17111716621253406,0.03160762942779292,0.03160762942779292,0.09046321525885559,0.19564032697547684,0.009809264305177113,0.15803814713896458,0.0016348773841961854,0.026158038147138966,0.03433242506811989,0.07520435967302452,0.006539509536784741,0.005449591280653951,0.0,0.0,0.02452316076294278,0.02997275204359673,0.005994550408719346,0.008174386920980926
223,10207,0.011854609581659646,0.11110022533555403,0.010874889781522484,0.005682374840795533,0.025864602723621045,0.06828647006956011,0.0015675516802194573,0.11325560889585579,0.00019594396002743216,0.011854609581659646,0.005290486920740668,0.05476633682766729,0.17997452728519645,0.14519447438032723,0.0,0.0,0.08308023905163123,0.057803468208092484,0.0008817478201234447,0.11247183305574605
219,1739,0.039102932719954,0.005175388154111558,0.002875215641173088,0.03737780333525014,0.0017251293847038527,0.09545715928694652,0.0,0.24956871765382405,0.09258194364577343,0.022426682001150087,0.10868315123634273,0.005175388154111558,0.0005750431282346176,0.010925819436457734,0.0,0.0,0.005175388154111558,0.05980448533640023,0.0718803910293272,0.19148936170212766
496,1017,0.18092428711897737,0.004916420845624385,0.0058997050147492625,0.3864306784660767,0.07964601769911504,0.24385447394296952,0.0,0.018682399213372666,0.0009832841691248771,0.011799410029498525,0.0019665683382497543,0.02753195673549656,0.0,0.004916420845624385,0.0,0.0,0.0,0.032448377581120944,0.0,0.0
44,1193,0.004191114836546521,0.2145850796311819,0.003352891869237217,0.003352891869237217,0.03604358759430008,0.006705783738474434,0.0,0.173512154233026,0.008382229673093043,0.0,0.0,0.006705783738474434,0.39731768650461025,0.0008382229673093043,0.0,0.0,0.04442581726739313,0.0,0.0016764459346186086,0.0989103101424979
174,130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
